# DM decay power constrained results vs mass 
# JWST NIRSPEC run {run_name}
# lambda0 [micron]    g_a\gamma\gamma [GeV^-1] (for vanilla axion)    pc used
2.435379839032326021e+00 1.363174416562706505e-25 3.534060849711274217e-11 0.000000000000000000e+00
2.431526833815257138e+00 1.161570799670549397e-25 3.270036589185300969e-11 0.000000000000000000e+00
2.427683242546260445e+00 7.773202785927502131e-26 2.681392172306266899e-11 0.000000000000000000e+00
2.423849029379649966e+00 5.778160957915255244e-26 2.317313746052453164e-11 0.000000000000000000e+00
2.420024158656342905e+00 5.848477572098428998e-26 2.336900553256510575e-11 0.000000000000000000e+00
2.416208594902644613e+00 4.453423273199172568e-26 2.044060374045020034e-11 0.000000000000000000e+00
2.412402302829047773e+00 2.901845454188429495e-26 1.653906321893070428e-11 0.000000000000000000e+00
2.408605247329036025e+00 3.446281734166534391e-26 1.806655369243203381e-11 0.000000000000000000e+00
2.404817393477902687e+00 4.189615367910861269e-26 1.996697570849251042e-11 0.000000000000000000e+00
2.401038706531571254e+00 2.550825847832438661e-26 1.561672748619514521e-11 0.000000000000000000e+00
2.397269151925432329e+00 2.344842498850588352e-26 1.500824851049107873e-11 1.000000000000000000e+00
2.393508695273184106e+00 2.213308023408598399e-26 1.461560455510938907e-11 1.000000000000000000e+00
2.389757302365684399e+00 2.060964212721366473e-26 1.413685809174347058e-11 1.000000000000000000e+00
2.386014939169812443e+00 2.143146266069073455e-26 1.444988987893076819e-11 1.000000000000000000e+00
2.382281571827336020e+00 5.571110167278540753e-26 2.335229700832238052e-11 0.000000000000000000e+00
2.378557166653791022e+00 5.501611735703600155e-26 2.326070896056904779e-11 0.000000000000000000e+00
2.374841690137365458e+00 7.500767946112214925e-26 2.722383084494683484e-11 0.000000000000000000e+00
2.371135108937798552e+00 6.184234499687883715e-26 2.477746619009700185e-11 0.000000000000000000e+00
2.367437389885279408e+00 8.122059884624129405e-26 2.846188826471996072e-11 0.000000000000000000e+00
2.363748499979362094e+00 5.911975802440482053e-26 2.433956396680758182e-11 0.000000000000000000e+00
2.360068406387885620e+00 7.289557041693654723e-26 2.709019005296795164e-11 0.000000000000000000e+00
2.356397076445900129e+00 7.730763926308501691e-26 2.796319956199857788e-11 0.000000000000000000e+00
2.352734477654605971e+00 4.684053276071254636e-26 2.181724491986316685e-11 0.000000000000000000e+00
2.349080577680297210e+00 4.316179272989551199e-26 2.099187518661562322e-11 0.000000000000000000e+00
2.345435344353314022e+00 3.972501308167796325e-26 2.018576418994679036e-11 0.000000000000000000e+00
2.341798745667003079e+00 3.145116662927736569e-26 1.800289694400026779e-11 0.000000000000000000e+00
2.338170749776687263e+00 2.432124742062137108e-26 1.586817411930642313e-11 1.000000000000000000e+00
2.334551324998641597e+00 3.012096405959374844e-26 1.770017921754632737e-11 0.000000000000000000e+00
2.330940439809075837e+00 4.539453836486627273e-26 2.177977587529381265e-11 0.000000000000000000e+00
2.327338062843127720e+00 3.448332391795508637e-26 1.902671099763842438e-11 0.000000000000000000e+00
2.323744162893862875e+00 2.055790716880247827e-26 1.472500163716010399e-11 1.000000000000000000e+00
2.320158708911278733e+00 2.026187010207089811e-26 1.465249535288213975e-11 1.000000000000000000e+00
2.316581670001320870e+00 3.007890895025544764e-26 1.789402275469200077e-11 0.000000000000000000e+00
2.313013015424906449e+00 6.331511108142151801e-26 2.602165657720791152e-11 0.000000000000000000e+00
2.309452714596949008e+00 5.069966465487455020e-26 2.333927174750039425e-11 0.000000000000000000e+00
2.305900737085398777e+00 4.776924644877871298e-26 2.270709893721832990e-11 0.000000000000000000e+00
2.302357052610282562e+00 3.121061471469040716e-26 1.839672503384667208e-11 0.000000000000000000e+00
2.298821631042759162e+00 2.488488147692949045e-26 1.646486768484277091e-11 0.000000000000000000e+00
2.295294442404171686e+00 5.181761748985828976e-26 2.381384277179825751e-11 0.000000000000000000e+00
2.291775456865116745e+00 2.219906760353560803e-25 4.940349114758166580e-11 0.000000000000000000e+00
2.288264644744514076e+00 2.991421352719240720e-25 5.748145969123073919e-11 0.000000000000000000e+00
2.284761976508685066e+00 5.137061065046644282e-26 2.387504998816098852e-11 0.000000000000000000e+00
2.281267422770440145e+00 1.760410992757368197e-26 1.400848299098112722e-11 1.000000000000000000e+00
2.277780954288167958e+00 4.500136706256719275e-26 2.244880806872594981e-11 0.000000000000000000e+00
2.274302541964937419e+00 5.120053281366904125e-26 2.400011121962599488e-11 0.000000000000000000e+00
2.270832156847602867e+00 3.627730874077982066e-26 2.024828972912764276e-11 0.000000000000000000e+00
2.267369770125913675e+00 2.084717066967063675e-26 1.538467768475466238e-11 1.000000000000000000e+00
2.263915353131636721e+00 2.339241181650026855e-26 1.633411438733360651e-11 0.000000000000000000e+00
2.260468877337679316e+00 2.015574891629776062e-26 1.519672627987012065e-11 1.000000000000000000e+00
2.257030314357222345e+00 1.913837920430757352e-26 1.484208309344418760e-11 1.000000000000000000e+00
2.253599635942857393e+00 2.024630111594060159e-26 1.530051571667719087e-11 1.000000000000000000e+00
2.250176813985731883e+00 2.673026229175411613e-26 1.762077522780331554e-11 0.000000000000000000e+00
2.246761820514699526e+00 3.920918365622857173e-26 2.138979963852170476e-11 0.000000000000000000e+00
2.243354627695478776e+00 2.416099644043515501e-26 1.682902253610840106e-11 0.000000000000000000e+00
2.239955207829813499e+00 6.784903348661680524e-26 2.826579475750353020e-11 0.000000000000000000e+00
2.236563533354643418e+00 7.485215354102077514e-26 2.975628158332696127e-11 0.000000000000000000e+00
2.233179576841280767e+00 4.502303933482943037e-26 2.313024871547300464e-11 0.000000000000000000e+00
2.229803310994589172e+00 3.598792151409596676e-26 2.072654518614332728e-11 0.000000000000000000e+00
2.226434708652174077e+00 2.690330557662884587e-26 1.796123709961002176e-11 0.000000000000000000e+00
2.223073742783572726e+00 4.231806213431506805e-26 2.257773916473893013e-11 0.000000000000000000e+00
2.219720386489455244e+00 2.313005437051956661e-26 1.672974378968771776e-11 0.000000000000000000e+00
2.216374613000829275e+00 2.108102182733413723e-26 1.600771883911483761e-11 0.000000000000000000e+00
2.213036395678250834e+00 4.775113125998266673e-26 2.414667667934670523e-11 0.000000000000000000e+00
2.209705708011040048e+00 4.952891729344315565e-26 2.464768472138244570e-11 0.000000000000000000e+00
2.206382523616503555e+00 2.258578841325067661e-26 1.668187196266517299e-11 0.000000000000000000e+00
2.203066816239161785e+00 2.307159724129594481e-26 1.689840430312144119e-11 0.000000000000000000e+00
2.199758559749984688e+00 5.467222263906031565e-26 2.607169157040697792e-11 0.000000000000000000e+00
2.196457728145626564e+00 1.900942552089614844e-26 1.540808235924196424e-11 0.000000000000000000e+00
2.193164295547672893e+00 3.638742351709143881e-26 2.136570715433645055e-11 0.000000000000000000e+00
2.189878236201889372e+00 1.236238524995757912e-26 1.248157971588918884e-11 1.000000000000000000e+00
2.186599524477478074e+00 1.254470929079444652e-26 1.260157405544659286e-11 1.000000000000000000e+00
2.183328134866334924e+00 1.554986469829272339e-26 1.406154884024815949e-11 0.000000000000000000e+00
2.180064041982320067e+00 4.412468049301938091e-26 2.374024947809183275e-11 0.000000000000000000e+00
2.176807220560523781e+00 6.048153230837221798e-26 2.785670903429828294e-11 0.000000000000000000e+00
2.173557645456545728e+00 2.543222904207779930e-26 1.810438757110299500e-11 0.000000000000000000e+00
2.170315291645777300e+00 2.359154713978847780e-26 1.747601203549894946e-11 0.000000000000000000e+00
2.167080134222683974e+00 1.927174900268560452e-26 1.583056729141451443e-11 0.000000000000000000e+00
2.163852148400100983e+00 2.230830415586594666e-26 1.707026539713359975e-11 0.000000000000000000e+00
2.160631309508528997e+00 2.114691288338720521e-26 1.665715625116305344e-11 0.000000000000000000e+00
2.157417592995432898e+00 1.412155388069661154e-26 1.364232178171667041e-11 1.000000000000000000e+00
2.154210974424551672e+00 2.345647045368618278e-26 1.762168160151519234e-11 0.000000000000000000e+00
2.151011429475209180e+00 3.120520465312050207e-26 2.037031804449075828e-11 0.000000000000000000e+00
2.147818933941628927e+00 3.133892236980571642e-26 2.045944736458116069e-11 0.000000000000000000e+00
2.144633463732258161e+00 3.529846349912836569e-26 2.176189209973749403e-11 0.000000000000000000e+00
2.141454994869089745e+00 2.543024974927112716e-26 1.851229466592238096e-11 0.000000000000000000e+00
2.138283503486996917e+00 1.643962201342860525e-26 1.491751059458778256e-11 1.000000000000000000e+00
2.135118965833066262e+00 2.227391455227512265e-26 1.740257549158091673e-11 0.000000000000000000e+00
2.131961358265937800e+00 3.642460913928412857e-26 2.230369543643508671e-11 0.000000000000000000e+00
2.128810657255152616e+00 3.806885737742358682e-26 2.285218528009552576e-11 0.000000000000000000e+00
2.125666839380498274e+00 4.216190775999303573e-26 2.410270025169740614e-11 0.000000000000000000e+00
2.122529881331364443e+00 2.302448026955546609e-26 1.785100072019469475e-11 0.000000000000000000e+00
2.119399759906102965e+00 2.280895567168575118e-26 1.780663057070581015e-11 0.000000000000000000e+00
2.116276452011388809e+00 3.765573568405581292e-26 2.293006777328384881e-11 0.000000000000000000e+00
2.113159934661587247e+00 1.446092870565989059e-26 1.424124342426849483e-11 1.000000000000000000e+00
2.110050184978126353e+00 1.912554720432803961e-26 1.641406417885637339e-11 0.000000000000000000e+00
2.106947180188873947e+00 3.100886925688723276e-26 2.094647085430795602e-11 0.000000000000000000e+00
2.103850897627517202e+00 5.185715557613539732e-26 2.714752730215723736e-11 0.000000000000000000e+00
2.100761314732947138e+00 3.069543579917110622e-26 2.093245682181110689e-11 0.000000000000000000e+00
2.097678409048648884e+00 1.472992383169554716e-26 1.453249752235951701e-11 1.000000000000000000e+00
2.094602158222094612e+00 1.465088588395466214e-26 1.452539636103522328e-11 1.000000000000000000e+00
2.091532540004140017e+00 2.748978389438087496e-26 1.994054819442576320e-11 0.000000000000000000e+00
2.088469532248427019e+00 1.425203751076149321e-26 1.438946448733611618e-11 1.000000000000000000e+00
2.085413112910790456e+00 1.824413057319792377e-26 1.631630462914865984e-11 0.000000000000000000e+00
2.082363260048666120e+00 6.746602954936138648e-26 3.144533358086895359e-11 0.000000000000000000e+00
2.079319951820505885e+00 7.925898636522782424e-26 3.415785927440362944e-11 0.000000000000000000e+00
2.076283166485196396e+00 4.522163911009424089e-26 2.585780432863246674e-11 0.000000000000000000e+00
2.073252882401480868e+00 2.376434418179135473e-26 1.878593733438731118e-11 0.000000000000000000e+00
2.070229078027383096e+00 1.545323518821563479e-26 1.518205183682677693e-11 1.000000000000000000e+00
2.067211731919639917e+00 1.546915773660545722e-26 1.522314070835856366e-11 1.000000000000000000e+00
2.064200822733134988e+00 3.560409142766256780e-26 2.314570442473985164e-11 0.000000000000000000e+00
2.061196329220335244e+00 1.525614886423837604e-26 1.518419552807537402e-11 1.000000000000000000e+00
2.058198230230733561e+00 4.151384694266080534e-26 2.510233137984530264e-11 0.000000000000000000e+00
2.055206504710292759e+00 5.542458046748615575e-26 2.906808207284710883e-11 0.000000000000000000e+00
2.052221131700898038e+00 2.251486538901339199e-26 1.856721702607810272e-11 0.000000000000000000e+00
2.049242090339806310e+00 1.471769769002655734e-26 1.504452246031465345e-11 1.000000000000000000e+00
2.046269359859104853e+00 3.042434333907529628e-26 2.167777847691782560e-11 0.000000000000000000e+00
2.043302919585171740e+00 2.557531391673831305e-26 1.991864183320493806e-11 0.000000000000000000e+00
2.040342748938140272e+00 3.035100150856228084e-26 2.174604032193885364e-11 0.000000000000000000e+00
2.037388827431363847e+00 4.211874290278415064e-26 2.567291536580016567e-11 0.000000000000000000e+00
2.034441134670891937e+00 3.807714194647911977e-26 2.446317647183106255e-11 0.000000000000000000e+00
2.031499650354942066e+00 3.024195931146107616e-26 2.184883091379123139e-11 0.000000000000000000e+00
2.028564354273377557e+00 1.877159625569684681e-26 1.725106004584208116e-11 0.000000000000000000e+00
2.025635226307192838e+00 1.791332427915075700e-26 1.688863702445925341e-11 1.000000000000000000e+00
2.022712246427995630e+00 1.761753656977189303e-26 1.678494042795191398e-11 1.000000000000000000e+00
2.019795394697497137e+00 1.666493619477092916e-26 1.636021965822380515e-11 1.000000000000000000e+00
2.016884651267006223e+00 5.416936859483656935e-26 2.955994791564174453e-11 0.000000000000000000e+00
2.013979996376921378e+00 3.244179865758474458e-26 2.292546232163556127e-11 0.000000000000000000e+00
2.011081410356234223e+00 4.998082787863951667e-26 2.851711681188182763e-11 0.000000000000000000e+00
2.008188873622028581e+00 5.622156108071838984e-26 3.031049190754139223e-11 0.000000000000000000e+00
2.005302366678989312e+00 3.597745395971863928e-26 2.429930110948970023e-11 0.000000000000000000e+00
2.002421870118908931e+00 3.737077909617599460e-26 2.481881691584222457e-11 0.000000000000000000e+00
1.999547364620202217e+00 1.995000013487761174e-26 1.817281797936130589e-11 0.000000000000000000e+00
1.996678830947421046e+00 1.514550160760999366e-26 1.586820782098979391e-11 1.000000000000000000e+00
1.993816249950773001e+00 1.484482433183684218e-26 1.574375068295762595e-11 1.000000000000000000e+00
1.990959602565645081e+00 3.919005605578726586e-26 2.563554999612630163e-11 0.000000000000000000e+00
1.988108869812127200e+00 3.188038365715880212e-26 2.317127302367612308e-11 0.000000000000000000e+00
1.985264032794542555e+00 1.472302800390794818e-26 1.578045519640320589e-11 1.000000000000000000e+00
1.982425072700977564e+00 2.273840024202844733e-26 1.965319439324607707e-11 0.000000000000000000e+00
1.979591970802818901e+00 3.746857607684061798e-26 2.528240815188296160e-11 0.000000000000000000e+00
1.976764708454289199e+00 4.628906923833716943e-26 2.816145730164112704e-11 0.000000000000000000e+00
1.973943267091989417e+00 8.450322185001231648e-26 3.813142217093863967e-11 0.000000000000000000e+00
1.971127628234441875e+00 4.372023712723441442e-26 2.748637743005967194e-11 0.000000000000000000e+00
1.968317773481638611e+00 2.931069011421989619e-26 2.255374002582231325e-11 0.000000000000000000e+00
1.965513684514589743e+00 1.828544677027891195e-26 1.785200703919530413e-11 0.000000000000000000e+00
1.962715343094878051e+00 1.489775814437596485e-26 1.614815289373991698e-11 0.000000000000000000e+00
1.959922731064213330e+00 1.539010114973643565e-26 1.644790850730048271e-11 1.000000000000000000e+00
1.957135830343992744e+00 1.735736874796473097e-26 1.750486889317414808e-11 1.000000000000000000e+00
1.954354622934861396e+00 1.446582262125162423e-26 1.601455522055542613e-11 1.000000000000000000e+00
1.951579090916278236e+00 2.347229395780980653e-26 2.044310702355606457e-11 0.000000000000000000e+00
1.948809216446082182e+00 3.371275420999796782e-26 2.455226139018266368e-11 0.000000000000000000e+00
1.946044981760063131e+00 1.917739677950089699e-26 1.855726135935174454e-11 0.000000000000000000e+00
1.943286369171535188e+00 3.911385623831444858e-26 2.655880193852612097e-11 0.000000000000000000e+00
1.940533361070911900e+00 6.050579079033509969e-26 3.310283351418027790e-11 0.000000000000000000e+00
1.937785939925286360e+00 3.834200870012464966e-26 2.640748849426791314e-11 0.000000000000000000e+00
1.935044088278011110e+00 1.668574455710359665e-26 1.745761324079434314e-11 1.000000000000000000e+00
1.932307788748283794e+00 1.737627704228886106e-26 1.785304413771909138e-11 0.000000000000000000e+00
1.929577024030732169e+00 2.385772339567351797e-26 2.096378465707587100e-11 0.000000000000000000e+00
1.926851776895005530e+00 2.826988353890830485e-26 2.286851253428552981e-11 0.000000000000000000e+00
1.924132030185365938e+00 1.928395777576316012e-26 1.892753907393049567e-11 0.000000000000000000e+00
1.921417766820284090e+00 4.056862226705510607e-26 2.751127990321878859e-11 0.000000000000000000e+00
1.918708969792034980e+00 3.542837006647743965e-26 2.576382239637848993e-11 0.000000000000000000e+00
1.916005622166300215e+00 5.420349112411883974e-26 3.193499336399213663e-11 0.000000000000000000e+00
1.913307707081769005e+00 3.753810471054040537e-26 2.663221624920853118e-11 0.000000000000000000e+00
1.910615207749744471e+00 3.376245591931691661e-26 2.531078058122711909e-11 0.000000000000000000e+00
1.907928107453751077e+00 4.533692355658967532e-26 2.939215190586730801e-11 0.000000000000000000e+00
1.905246389549145158e+00 3.972711646831475217e-26 2.757180320626586925e-11 0.000000000000000000e+00
1.902570037462727681e+00 2.610586119052723549e-26 2.239785361709383921e-11 0.000000000000000000e+00
1.899899034692359434e+00 3.198508853128453720e-26 2.484427710921408316e-11 0.000000000000000000e+00
1.897233364806579781e+00 3.366726741496526132e-26 2.554295705158161695e-11 0.000000000000000000e+00
1.894573011444225186e+00 1.709398288731826732e-26 1.823908225957207099e-11 0.000000000000000000e+00
1.891917958314053738e+00 1.372632790780273785e-26 1.637842380260497650e-11 1.000000000000000000e+00
1.889268189194369452e+00 1.403170818531519544e-26 1.659446376336831559e-11 1.000000000000000000e+00
1.886623687932649673e+00 1.289975394330971899e-26 1.594450929032794581e-11 1.000000000000000000e+00
1.883984438445175824e+00 2.071557180105185175e-26 2.024794092522860960e-11 0.000000000000000000e+00
1.881350424716664138e+00 2.391740621879913875e-26 2.180222741684158609e-11 0.000000000000000000e+00
1.878721630799902398e+00 1.243762073362712202e-26 1.575518004315599197e-11 1.000000000000000000e+00
1.876098040815385337e+00 1.257398707971488835e-26 1.587455570707061275e-11 1.000000000000000000e+00
1.873479638950954262e+00 2.385310572170719468e-26 2.191025184100926419e-11 0.000000000000000000e+00
1.870866409461438895e+00 3.645698270535289945e-26 2.714404484118178281e-11 0.000000000000000000e+00
1.868258336668301212e+00 2.256888906996391902e-26 2.140168989092002045e-11 0.000000000000000000e+00
1.865655404959281061e+00 2.109647122533263842e-26 2.073509989714846560e-11 0.000000000000000000e+00
1.863057598788045555e+00 2.443744397979783127e-26 2.236334872189665189e-11 0.000000000000000000e+00
1.860464902673838683e+00 2.974786440799139894e-26 2.472544083923376106e-11 0.000000000000000000e+00
1.857877301201134701e+00 4.128613310451326051e-26 2.918938402656216984e-11 0.000000000000000000e+00
1.855294779019291740e+00 3.740870862149703602e-26 2.784295616830189424e-11 0.000000000000000000e+00
1.852717320842211857e+00 3.847322596736021772e-26 2.829527559517362898e-11 0.000000000000000000e+00
1.850144911447997531e+00 4.388788961365699624e-26 3.028392066672462025e-11 0.000000000000000000e+00
1.847577535678614158e+00 2.018731219768093280e-26 2.058181211234147408e-11 0.000000000000000000e+00
1.845015178439554537e+00 1.869398320804651543e-26 1.984720604374338593e-11 0.000000000000000000e+00
1.842457824699503366e+00 1.272991534017578368e-26 1.641212416602758213e-11 1.000000000000000000e+00
1.839905459490005279e+00 1.259942478907021812e-26 1.636177689001760094e-11 0.000000000000000000e+00
1.837358067905135339e+00 1.139436230283688943e-26 1.559203067040960455e-11 1.000000000000000000e+00
1.834815635101171072e+00 1.223092200740483783e-26 1.618785550846779045e-11 1.000000000000000000e+00
1.832278146296265398e+00 2.524535869657594051e-26 2.330515734468688252e-11 0.000000000000000000e+00
1.829745586770124000e+00 1.319676448560532786e-26 1.688480462675459018e-11 1.000000000000000000e+00
1.827217941863682471e+00 2.691627130282218991e-26 2.416408146737958428e-11 0.000000000000000000e+00
1.824695196978787237e+00 1.824545149024044220e-26 1.993609907152415689e-11 0.000000000000000000e+00
1.822177337577877365e+00 1.347185735743841257e-26 1.716627816389076242e-11 0.000000000000000000e+00
1.819664349183667929e+00 1.989858749261739271e-26 2.090607788376311314e-11 0.000000000000000000e+00
1.817156217378837368e+00 3.445479699566190180e-26 2.756670256541229364e-11 0.000000000000000000e+00
1.814652927805714189e+00 2.516599065749427980e-26 2.360831678834914238e-11 0.000000000000000000e+00
1.812154466165968536e+00 4.155434662526019423e-26 3.039931360708843147e-11 0.000000000000000000e+00
1.809660818220301781e+00 3.047248225681736986e-26 2.608594117301116467e-11 0.000000000000000000e+00
1.807171969788143207e+00 2.683103722071741249e-26 2.452832417582301020e-11 0.000000000000000000e+00
1.804687906747342474e+00 1.147156971994391197e-26 1.607150809967350333e-11 1.000000000000000000e+00
1.802208615033869865e+00 1.396223050912560332e-26 1.776716677565347982e-11 0.000000000000000000e+00
1.799734080641514522e+00 4.261078278567550515e-26 3.110252260247425566e-11 0.000000000000000000e+00
1.797264289621585576e+00 3.860808336987634083e-26 2.966672272044199591e-11 0.000000000000000000e+00
1.794799228082615494e+00 2.061399976125995028e-26 2.172229420475545158e-11 0.000000000000000000e+00
1.792338882190065430e+00 1.579003780070288289e-26 1.905064852782177820e-11 0.000000000000000000e+00
1.789883238166031676e+00 1.742211097828683495e-26 2.005218513511634298e-11 0.000000000000000000e+00
1.787432282288954344e+00 2.041259734036888732e-26 2.174969181732336147e-11 0.000000000000000000e+00
1.784986000893327374e+00 1.339314922162457887e-26 1.765377151459790035e-11 1.000000000000000000e+00
1.782544380369410542e+00 1.483550571953355697e-26 1.861825695550389797e-11 1.000000000000000000e+00
1.780107407162944799e+00 1.372432841305859010e-26 1.794422099190258542e-11 1.000000000000000000e+00
1.777675067774866280e+00 1.464858892962237377e-26 1.857666259290708903e-11 1.000000000000000000e+00
1.775247348761024080e+00 1.808433124282638563e-26 2.068289307345304330e-11 0.000000000000000000e+00
1.772824236731900260e+00 1.603251115290276743e-26 1.951419425639440512e-11 0.000000000000000000e+00
1.770405718352329405e+00 1.452668492629968862e-26 1.861325907421248777e-11 1.000000000000000000e+00
1.767991780341222841e+00 3.492299934595919526e-26 2.891903352681781243e-11 0.000000000000000000e+00
1.765582409471290859e+00 6.994841820709088964e-26 4.101146924363584272e-11 0.000000000000000000e+00
1.763177592568770047e+00 5.741025647431709853e-26 3.723051346256839006e-11 0.000000000000000000e+00
1.760777316513150614e+00 1.541375664330559471e-26 1.933062812474545710e-11 0.000000000000000000e+00
1.758381568236904835e+00 1.498091786991917983e-26 1.909624142726511277e-11 1.000000000000000000e+00
1.755990334725219704e+00 1.597863778714280672e-26 1.976218968566698155e-11 0.000000000000000000e+00
1.753603603015727375e+00 3.467035474846735117e-26 2.916959291489886899e-11 0.000000000000000000e+00
1.751221360198240262e+00 4.750094575505806750e-26 3.421274565824599946e-11 0.000000000000000000e+00
1.748843593414487474e+00 4.124745101313916712e-26 3.194629305899400682e-11 0.000000000000000000e+00
1.746470289857850577e+00 3.167174589890134588e-26 2.805062668753847491e-11 0.000000000000000000e+00
1.744101436773103808e+00 1.352976699504917094e-26 1.837113201963255451e-11 0.000000000000000000e+00
1.741737021456154499e+00 1.298665427500481774e-26 1.803529017296639513e-11 1.000000000000000000e+00
1.739377031253784400e+00 3.586214631316804175e-26 3.003142305688858993e-11 0.000000000000000000e+00
1.737021453563393658e+00 2.686136274121685049e-26 2.604381588878998740e-11 0.000000000000000000e+00
1.734670275832745467e+00 1.509849144485226897e-26 1.956544557058989168e-11 1.000000000000000000e+00
1.732323485559714715e+00 1.395284973709517019e-26 1.884674427984818975e-11 1.000000000000000000e+00
1.729981070292033518e+00 1.640574487000733150e-26 2.047784820385647616e-11 0.000000000000000000e+00
1.727643017627042754e+00 4.978161889420228158e-26 3.574389397170419634e-11 0.000000000000000000e+00
1.725309315211442707e+00 2.347494294627721131e-26 2.459519052902493104e-11 0.000000000000000000e+00
1.722979950741045263e+00 1.285069738151451501e-26 1.823439597912015112e-11 1.000000000000000000e+00
1.720654911960529665e+00 1.359890100988498512e-26 1.879574773418092534e-11 1.000000000000000000e+00
1.718334186663196483e+00 1.402739618459464840e-26 1.912825950203641813e-11 1.000000000000000000e+00
1.716017762690725146e+00 3.812759355169609577e-26 3.159987745711779687e-11 0.000000000000000000e+00
1.713705627932933462e+00 4.562039529681156597e-26 3.463566710001939262e-11 0.000000000000000000e+00
1.711397770327536261e+00 2.957297319738739145e-26 2.794276776457091494e-11 0.000000000000000000e+00
1.709094177859907804e+00 1.583144118491906402e-26 2.048611484521500230e-11 1.000000000000000000e+00
1.706794838562843974e+00 1.683958647015890189e-26 2.117103543677227495e-11 1.000000000000000000e+00
1.704499740516327577e+00 2.089747149933411575e-26 2.363196478694429189e-11 0.000000000000000000e+00
1.702208871847292526e+00 4.237965842807229784e-26 3.372157267801911714e-11 0.000000000000000000e+00
1.699922220729392031e+00 5.675157284994894215e-26 3.910152936163602573e-11 0.000000000000000000e+00
1.697639775382766558e+00 3.963427862002841823e-26 3.274277886889420883e-11 0.000000000000000000e+00
1.695361524073813575e+00 3.603349841856557460e-26 3.128297874806228068e-11 0.000000000000000000e+00
1.693087455114958617e+00 1.608911944991024048e-26 2.094572606921481997e-11 1.000000000000000000e+00
1.690817556864428584e+00 4.024541909057553572e-26 3.319414396444314220e-11 0.000000000000000000e+00
1.688551817726024362e+00 5.237554047089953492e-26 3.794381891486194553e-11 0.000000000000000000e+00
1.686290226148897231e+00 2.416728575082332094e-26 2.582639705383542870e-11 0.000000000000000000e+00
1.684032770627324149e+00 2.477006003767267154e-26 2.619908302501865398e-11 0.000000000000000000e+00
1.681779439700486822e+00 4.685768859520629630e-26 3.610648753114668800e-11 0.000000000000000000e+00
1.679530221952249436e+00 2.606996018631416874e-26 2.698589452494175124e-11 0.000000000000000000e+00
1.677285106010940607e+00 3.017235056247352136e-26 2.908992529232329735e-11 0.000000000000000000e+00
1.675044080549134007e+00 1.736278742505523367e-26 2.211152685123417548e-11 1.000000000000000000e+00
1.672807134283431418e+00 1.919519912016660490e-26 2.329570574662098726e-11 1.000000000000000000e+00
1.670574255974247357e+00 3.060235037789788735e-26 2.947318594564919319e-11 0.000000000000000000e+00
1.668345434425594798e+00 1.855487811199837880e-26 2.299579647846005995e-11 1.000000000000000000e+00
1.666120658484870898e+00 2.076157889160488823e-26 2.437355536560620774e-11 1.000000000000000000e+00
